filename,duration_sec,mean_L,median_L,std_L,min_L,max_L,range_L,skew_L,kurtosis_L,delta_L_std,mean_f1,median_f1,std_f1,min_f1,max_f1,range_f1,skew_f1,kurtosis_f1,mean_f2,median_f2,std_f2,min_f2,max_f2,range_f2,skew_f2,kurtosis_f2,mean_f2_f1,std_f2_f1
common_voice_en_32757008.mp3,2.4900,34.4988,30.4293,16.1366,7.2069,91.2880,84.0811,1.3780,2.4623,16.4975,310.7223,281.8004,182.5690,93.9335,1189.8239,1095.8904,2.7633,9.4285,6678.5813,6731.8982,3136.2255,2410.9589,14465.7534,12054.7945,0.5874,-0.1326,27.0360,20.2287
common_voice_en_37126366.mp3,2.3000,22.1324,14.4139,16.5732,7.6073,91.2880,83.6807,1.9193,3.8957,13.8305,560.4697,594.9119,275.2867,93.9335,1127.2016,1033.2681,-0.0459,-1.4127,5621.0329,4759.2955,3663.6281,1941.2916,14465.7534,12524.4618,1.3889,0.7850,16.6594,22.1441
common_voice_en_26219.mp3,0.2400,38.1445,36.5152,24.1669,7.3030,91.2880,83.9850,0.4926,-0.2611,28.9702,430.5284,234.8337,388.8765,93.9335,1174.1683,1080.2348,0.9943,-0.8242,12093.9335,12704.5010,5083.0504,4086.1057,21651.6634,17565.5577,-0.0078,-0.8216,51.0170,39.9764
common_voice_en_33165564.mp3,2.4400,21.5023,16.1097,16.4279,7.2069,91.2880,84.0811,2.3066,5.8527,17.7851,565.1407,532.2896,276.1503,93.9335,1189.8239,1095.8904,0.2578,-0.8482,4826.0242,3475.5382,3127.5883,1471.6243,14434.4423,12962.8180,1.6537,1.7950,12.9549,17.4202
common_voice_en_32534495.mp3,1.8800,29.6930,24.8967,19.7140,7.2069,91.2880,84.0811,1.4203,1.7022,18.0014,421.8678,344.4227,252.1789,93.9335,1189.8239,1095.8904,0.8679,-0.1774,5747.2624,5385.5186,3107.1175,1534.2466,11522.5049,9988.2583,0.3079,-1.5635,21.7339,22.2210
common_voice_en_36181642.mp3,1.3000,24.3851,17.1165,19.1109,7.2069,91.2880,84.0811,1.8341,3.1312,17.1315,534.6982,500.9785,293.9458,93.9335,1189.8239,1095.8904,0.4207,-0.7351,7444.8291,5589.0411,4356.2090,1565.5577,14465.7534,12900.1957,0.5210,-1.1914,20.7018,21.2906
common_voice_en_38570177.mp3,1.3300,25.1855,17.1165,18.6018,7.2069,91.2880,84.0811,1.3012,1.7521,13.6610,558.8923,500.9785,353.7975,93.9335,1189.8239,1095.8904,0.4042,-1.3480,6372.4085,5729.9413,3748.3004,1596.8689,14465.7534,12868.8845,0.7241,-0.7405,16.5378,14.1928
common_voice_en_40921785.mp3,2.0200,32.6045,30.4293,16.4452,7.2069,91.2880,84.0811,1.4547,2.9622,15.7864,337.7575,281.8004,195.2381,93.9335,1189.8239,1095.8904,1.9803,4.4973,7436.3992,6183.9530,3870.2509,1972.6027,14465.7534,12493.1507,0.5761,-0.8172,29.1245,23.2290
common_voice_en_32259996.mp3,1.2200,21.1163,18.2576,12.8672,7.4017,91.2880,83.8863,2.4093,7.8317,12.5511,516.8907,469.6673,225.8323,93.9335,1158.5127,1064.5793,0.4303,-0.5354,5862.8854,4743.6399,3247.3459,2285.7143,14371.8200,12086.1057,1.3316,0.6713,14.9819,15.4624
common_voice_en_37125984.mp3,3.6600,22.2204,17.1165,16.3247,7.2069,91.2880,84.0811,2.0188,4.9095,12.7999,562.0609,500.9785,298.4162,93.9335,1189.8239,1095.8904,0.3148,-1.1499,6020.6388,4884.5401,3711.9774,1690.8023,14465.7534,12774.9511,0.9549,-0.3103,16.8977,21.0320
common_voice_en_36481371.mp3,1.7600,28.5803,22.8220,18.3851,7.2069,91.2880,84.0811,1.5657,2.7436,17.7820,437.6445,375.7339,283.2585,93.9335,1189.8239,1095.8904,1.2272,0.5078,6183.9530,5964.7750,3114.8984,2504.8924,14465.7534,11960.8611,1.1200,0.5644,21.2520,19.3159
common_voice_en_37203107.mp3,2.8600,24.9749,22.8220,11.7765,7.2069,91.2880,84.0811,3.0858,13.3689,11.3843,396.4255,375.7339,149.0644,93.9335,1189.8239,1095.8904,1.6552,5.6578,7940.3336,6637.9648,4059.6195,2254.4031,14465.7534,12211.3503,0.2306,-1.3490,23.1878,17.9805
common_voice_en_36493733.mp3,2.4300,19.5468,13.6932,15.9083,7.4017,91.2880,83.8863,2.4756,6.6272,14.4926,624.0326,626.2231,284.7968,93.9335,1158.5127,1064.5793,-0.0667,-1.0961,6511.4316,6324.8532,3611.6966,1409.0020,14465.7534,13056.7515,0.2301,-0.9173,13.2833,12.1959
common_voice_en_83725.mp3,1.2000,16.6513,14.6295,9.9559,7.3030,60.8587,53.5556,2.1398,5.8230,9.1479,658.7084,587.0841,290.3126,140.9002,1174.1683,1033.2681,0.2761,-1.0885,6547.5538,5095.8904,3988.6550,3193.7378,21698.6301,18504.8924,2.3370,4.4855,13.0853,12.4961
common_voice_en_30531642.mp3,1.9500,27.6764,24.8967,17.6278,7.2069,91.2880,84.0811,1.3712,2.1506,14.9723,456.3400,344.4227,291.1775,93.9335,1189.8239,1095.8904,1.0063,-0.1188,5974.3289,5135.0294,2736.3454,2442.2701,14434.4423,11992.1722,0.6385,-0.6306,19.0167,15.6889
common_voice_en_36481353.mp3,3.7800,23.5508,19.5617,14.5387,7.2069,91.2880,84.0811,2.0242,5.6458,14.3719,490.2929,438.3562,266.6145,93.9335,1189.8239,1095.8904,1.0591,0.4045,6181.3024,4367.9061,4099.1356,1596.8689,14465.7534,12868.8845,0.8303,-0.7644,16.5073,14.7058
common_voice_en_37153425.mp3,6.8200,19.4519,15.2147,13.2549,7.2069,91.2880,84.0811,2.7874,9.3008,11.2718,563.8303,563.6008,224.3027,93.9335,1189.8239,1095.8904,0.0441,-0.4808,6749.9412,5855.1859,3173.5625,1409.0020,14497.0646,13088.0626,0.4938,-0.4216,15.2353,13.7862
common_voice_en_38359605.mp3,2.1500,33.1312,30.4293,16.8969,7.2069,91.2880,84.0811,1.3332,2.5996,14.6219,338.8886,281.8004,204.9462,93.9335,1189.8239,1095.8904,1.9060,3.9492,7029.5727,6825.8317,2756.7828,1878.6693,14465.7534,12587.0841,0.1165,-0.2151,27.8276,20.3763
common_voice_en_39836490.mp3,1.1700,28.4074,24.8967,18.0990,7.2069,91.2880,84.0811,1.1225,1.2594,16.1771,466.4559,344.4227,323.1828,93.9335,1189.8239,1095.8904,0.9964,-0.4002,5383.1100,3350.2935,3817.7692,1659.4912,14465.7534,12806.2622,1.2786,0.1690,20.3196,22.9254
common_voice_en_169475.mp3,0.5200,27.8356,22.8220,11.7945,15.2147,60.8587,45.6440,1.1419,0.4010,12.7217,355.8633,375.7339,119.8647,140.9002,563.6008,422.7006,-0.1622,-1.1680,13125.3952,12634.0509,5649.5206,4508.8063,21651.6634,17142.8571,0.1260,-1.4007,41.6663,23.9986
common_voice_en_13314.mp3,0.8200,18.8214,12.1717,16.3425,7.3030,91.2880,83.9850,2.7575,8.2314,19.3861,659.2525,704.5010,301.3098,93.9335,1174.1683,1080.2348,-0.1226,-1.1529,12595.6756,14207.4364,7501.8618,2254.4031,21651.6634,19397.2603,-0.1542,-1.5840,25.9243,24.3440
common_voice_en_32259917.mp3,1.8900,23.2633,16.1097,17.5570,7.4017,91.2880,83.8863,2.0964,4.6271,14.1466,529.4733,532.2896,268.3596,93.9335,1158.5127,1064.5793,0.3411,-0.7706,5246.0266,4821.9178,2232.4777,1722.1135,14434.4423,12712.3288,2.5195,7.0586,14.5255,15.0490
common_voice_en_32755938.mp3,1.5700,32.8646,27.3864,19.2189,7.2069,91.2880,84.0811,1.0691,1.0916,20.1563,389.2954,313.1115,290.3736,93.9335,1189.8239,1095.8904,1.5879,1.3694,6026.4998,6199.6086,2852.8327,1628.1800,14465.7534,12837.5734,0.7652,0.3552,24.4948,20.9617
common_voice_en_42015.mp3,0.3400,17.4140,14.6295,10.7102,8.2989,60.8587,52.5598,2.4898,6.6202,11.5043,610.5675,587.0841,232.0545,140.9002,1033.2681,892.3679,0.0015,-0.7422,5869.4601,3686.8885,4829.8488,2348.3366,21651.6634,19303.3268,1.7867,2.0810,13.4124,17.9675
common_voice_en_32767778.mp3,3.0500,22.5483,19.5617,12.3270,7.4017,91.2880,83.8863,2.7878,10.7046,11.5474,462.3785,438.3562,196.4849,93.9335,1158.5127,1064.5793,1.0591,1.3836,6667.7360,6230.9198,3075.4704,2066.5362,14465.7534,12399.2172,1.3169,1.3260,18.1790,14.9939
common_voice_en_13772.mp3,1.0700,25.1287,15.2147,21.9776,7.3030,91.2880,83.9850,1.6077,2.1364,19.6785,609.6896,563.6008,378.8474,93.9335,1174.1683,1080.2348,0.1850,-1.4876,11667.0629,10473.5812,5885.2192,2864.9706,21698.6301,18833.6595,0.3172,-1.1875,36.4843,41.7939
common_voice_en_24456.mp3,1.4000,20.3850,18.2576,12.2014,7.3030,91.2880,83.9850,3.4559,15.5500,11.7722,512.6083,469.6673,213.1309,93.9335,1174.1683,1080.2348,1.2138,2.3420,9771.0931,8782.7789,5697.0634,3146.7710,21651.6634,18504.8924,0.6791,-0.5937,22.4937,19.6646
common_voice_en_38740608.mp3,1.8800,20.1991,17.1165,9.7622,7.2069,68.4660,61.2591,1.8964,4.6158,10.5089,505.9749,500.9785,202.5235,125.2446,1189.8239,1064.5793,0.8575,1.0983,5439.4804,5542.0744,2252.0814,2129.1585,14152.6419,12023.4834,0.6048,0.7163,12.4886,8.2103
common_voice_en_30608687.mp3,3.6600,19.7275,18.2576,9.0942,7.2069,68.4660,61.2591,1.8689,6.7279,8.6563,521.4248,469.6673,224.3534,125.2446,1189.8239,1064.5793,0.8800,0.1743,8624.5121,6684.9315,3964.3305,1471.6243,14465.7534,12994.1292,0.1665,-1.4089,20.7332,15.1651
common_voice_en_31920710.mp3,2.1200,19.0410,17.1165,11.0318,7.6073,91.2880,83.6807,3.3033,17.2032,11.0957,558.8746,500.9785,244.5212,93.9335,1127.2016,1033.2681,0.6611,-0.3901,6422.1837,4806.2622,3631.2959,2724.0705,14465.7534,11741.6830,1.0132,-0.2439,14.7200,13.0760
common_voice_en_32836945.mp3,1.3400,27.7831,24.8967,14.8827,7.2069,91.2880,84.0811,1.7047,4.1236,15.0340,399.8014,344.4227,224.5830,93.9335,1189.8239,1095.8904,1.6699,2.6912,6841.2536,6637.9648,3131.9326,1722.1135,14465.7534,12743.6399,0.1942,-0.9231,22.3379,20.0251
common_voice_en_32266656.mp3,1.3500,16.2931,13.0411,8.7978,7.2069,54.7728,47.5659,1.4407,2.6348,6.8511,668.2032,657.5342,297.1455,156.5558,1189.8239,1033.2681,0.1995,-1.3299,4316.5326,3475.5382,1729.4425,2285.7143,9111.5460,6825.8317,1.0976,0.4537,8.0673,5.0378
common_voice_en_32826874.mp3,1.4600,30.3325,30.4293,17.7544,7.2069,91.2880,84.0811,1.4943,2.9514,19.1639,396.5365,281.8004,253.3488,93.9335,1189.8239,1095.8904,1.3747,1.1448,5327.1855,5526.4188,2582.4303,1565.5577,14246.5753,12681.0176,0.9815,1.2008,20.0338,18.5718
common_voice_en_38125045.mp3,2.3600,22.4310,21.0665,12.1504,7.2069,91.2880,84.0811,2.2463,8.6938,11.7011,485.0575,407.0450,242.8004,93.9335,1189.8239,1095.8904,1.1016,0.5903,9205.6121,9941.2916,4075.5452,2254.4031,14465.7534,12211.3503,-0.0847,-1.5267,23.8597,15.9087
common_voice_en_128517.mp3,1.7800,30.2387,26.0823,20.3121,7.3030,91.2880,83.9850,1.4363,2.0672,23.6631,425.8669,328.7671,266.4569,93.9335,1174.1683,1080.2348,0.8633,-0.2053,13231.4255,14818.0039,6082.4113,2677.1037,21698.6301,19021.5264,0.0511,-1.5794,50.7947,41.6535
common_voice_en_31921085.mp3,1.6200,21.2100,19.5617,10.8442,7.2069,68.4660,61.2591,1.3553,2.5922,10.0658,514.5080,438.3562,257.3033,125.2446,1189.8239,1064.5793,0.9132,-0.0724,8862.6030,9346.3796,4147.2888,1941.2916,14465.7534,12524.4618,-0.0785,-1.3805,21.5611,15.3522
common_voice_en_30674075.mp3,3.7400,21.0242,18.2576,12.2149,7.2069,91.2880,84.0811,2.2905,8.8558,10.2225,527.5176,469.6673,256.2944,93.9335,1189.8239,1095.8904,0.6651,-0.5342,6790.2508,4446.1840,4215.8509,2317.0254,14465.7534,12148.7280,0.7972,-1.0666,18.7485,20.6880
common_voice_en_19509.mp3,1.3200,25.6827,18.2576,19.3646,7.3030,91.2880,83.9850,1.9213,3.6370,19.7391,495.6413,469.6673,279.6164,93.9335,1174.1683,1080.2348,0.7319,-0.0959,11907.1340,12399.2172,7178.6750,2160.4697,21698.6301,19538.1605,0.1105,-1.6123,35.6693,38.7932
common_voice_en_13322.mp3,1.9100,18.4348,15.2147,11.4174,8.6941,91.2880,82.5939,3.0309,11.6388,11.9696,568.0270,563.6008,203.2882,93.9335,986.3014,892.3679,-0.1223,-0.6526,10344.9760,8454.0117,6629.6280,2348.3366,21698.6301,19350.2935,0.5085,-1.1884,22.9452,23.3567
common_voice_en_35509057.mp3,2.5600,26.9222,24.8967,14.6302,7.6073,91.2880,83.6807,1.9655,5.2627,13.3463,403.2534,344.4227,200.9590,93.9335,1127.2016,1033.2681,1.3203,1.9008,5168.9090,3600.7828,3314.1738,2003.9139,14465.7534,12461.8395,1.2432,0.6098,16.5845,14.7548
common_voice_en_32913983.mp3,1.1100,18.3341,18.2576,7.5708,7.6073,68.4660,60.8587,2.9327,16.3888,6.4613,533.1359,469.6673,195.8071,125.2446,1127.2016,1001.9569,1.0543,1.0534,7136.4045,5761.2524,4205.7390,1283.7573,14465.7534,13181.9961,0.5524,-1.2050,14.8965,10.5389
common_voice_en_32836601.mp3,2.0100,19.5348,18.2576,7.5609,7.2069,45.6440,38.4371,0.6785,0.2790,5.5565,515.1542,469.6673,223.2221,187.8669,1189.8239,1001.9569,1.2317,1.0864,6869.9166,6387.4755,2771.6570,2379.6477,10489.2368,8109.5890,-0.1646,-1.4851,15.5938,9.1057
common_voice_en_17780897.mp3,0.4800,26.1564,20.2862,14.4890,8.6941,91.2880,82.5939,2.1847,6.6323,12.8108,409.9804,422.7006,188.5359,93.9335,986.3014,892.3679,1.1145,1.6721,11964.7750,12610.5675,5321.1765,2818.0039,21604.6967,18786.6928,0.0037,-0.8430,40.4395,33.3923
common_voice_en_38739559.mp3,2.3100,27.3314,24.8967,16.3907,7.4017,91.2880,83.8863,1.9780,4.9231,15.3158,410.0270,344.4227,201.3648,93.9335,1158.5127,1064.5793,0.8938,1.0445,5068.3407,5135.0294,2073.1674,1596.8689,14371.8200,12774.9511,1.6492,4.7445,15.8763,11.0586
common_voice_en_9102.mp3,1.8200,23.0285,18.2576,15.9225,7.3030,91.2880,83.9850,2.5082,7.4503,17.5362,503.9892,469.6673,254.4478,93.9335,1174.1683,1080.2348,0.7660,-0.1226,8610.3955,7209.3933,4301.9812,2724.0705,21651.6634,18927.5930,1.2121,1.1858,23.7610,19.7378
common_voice_en_32259903.mp3,3.0900,22.8275,19.5617,13.8215,7.2069,91.2880,84.0811,2.1627,6.2778,12.6701,488.1095,438.3562,234.2760,93.9335,1189.8239,1095.8904,0.7685,0.2071,5161.7806,4195.6947,2871.4072,2567.5147,14434.4423,11866.9276,1.8656,2.9023,14.6682,16.0697
common_voice_en_30531934.mp3,2.8400,22.9875,19.5617,14.5992,7.2069,91.2880,84.0811,1.5532,3.1517,10.1247,523.1388,438.3562,286.5426,93.9335,1189.8239,1095.8904,0.5966,-0.8000,7578.6224,6387.4755,3254.2028,2442.2701,14465.7534,12023.4834,0.5047,-0.6822,21.9630,20.1232
common_voice_en_110870.mp3,0.3000,23.2549,13.1080,19.3415,7.3030,60.8587,53.5556,1.0478,-0.4228,21.1930,646.5753,657.5342,376.2586,140.9002,1174.1683,1033.2681,-0.0710,-1.5539,7262.6223,5729.9413,3989.2147,3052.8376,17048.9237,13996.0861,1.0327,-0.1859,20.6222,26.2544
common_voice_en_32639290.mp3,2.2500,18.4924,11.9071,16.3087,7.2069,91.2880,84.0811,2.7380,8.0335,13.6805,667.5538,720.1566,288.7799,93.9335,1189.8239,1095.8904,-0.3097,-0.9159,7220.0739,5197.6517,3875.3020,2191.7808,14465.7534,12273.9726,0.8398,-0.8029,17.9182,23.9152
common_voice_en_30155907.mp3,2.0800,26.6061,22.8220,13.3772,11.4110,91.2880,79.8770,2.0437,5.2489,12.6643,383.1100,375.7339,140.0186,93.9335,751.4677,657.5342,0.1993,-0.3655,7894.1743,6246.5753,3758.6003,2536.2035,14465.7534,11929.5499,0.6499,-0.9559,24.2500,16.4473
common_voice_en_31067145.mp3,1.5700,32.9950,27.3864,16.0343,7.8247,91.2880,83.4633,1.5596,3.1546,16.3276,327.8697,313.1115,192.4823,93.9335,1095.8904,1001.9569,2.3493,5.7845,9644.4339,11303.3268,4008.6168,1909.9804,14465.7534,12555.7730,-0.4264,-1.1438,38.9981,26.9345
common_voice_en_24172.mp3,0.7200,20.3852,16.5978,11.9639,7.9381,91.2880,83.3499,3.2913,15.1107,13.9696,506.8493,516.6341,183.5675,93.9335,1080.2348,986.3014,0.2333,0.3144,8579.2564,4344.4227,6288.4773,3052.8376,21651.6634,18598.8258,0.9790,-0.4365,22.9153,26.0909
common_voice_en_2754.mp3,0.7100,28.4501,26.0823,14.9060,7.3030,60.8587,53.5556,0.8123,-0.1414,11.7561,407.4860,328.7671,253.9380,140.9002,1174.1683,1033.2681,1.6541,2.4005,6907.4171,5589.0411,3632.7486,2630.1370,21651.6634,19021.5264,2.7370,7.2311,23.0595,16.2353
common_voice_en_36701.mp3,1.8000,18.6434,15.2147,13.5712,7.3030,91.2880,83.9850,3.6017,15.8413,17.2085,594.9119,563.6008,254.2767,93.9335,1174.1683,1080.2348,0.3906,-0.4886,7863.5356,4931.5068,5730.1381,2583.1703,21698.6301,19115.4599,1.1683,-0.0065,16.8307,16.6515
common_voice_en_44869.mp3,1.3300,18.5253,15.2147,11.3016,7.3030,91.2880,83.9850,2.9244,12.8351,12.9549,575.2542,563.6008,226.5592,93.9335,1174.1683,1080.2348,0.1745,-0.3574,13112.8997,12821.9178,6780.8638,2724.0705,21698.6301,18974.5597,-0.0586,-1.5372,30.4042,29.0278
common_voice_en_20285794.mp3,0.4800,17.7468,13.0411,14.3446,8.2989,91.2880,82.9891,3.1614,12.2019,17.9752,654.5988,657.5342,265.0616,93.9335,1033.2681,939.3346,-0.3906,-1.0262,7521.5264,6129.1585,4413.2069,2301.3699,21510.7632,19209.3933,1.0398,1.0715,14.3952,14.1657
common_voice_en_32389379.mp3,3.0800,23.7714,22.8220,12.9484,7.8247,91.2880,83.4633,1.5958,3.8679,10.8550,467.2275,375.7339,235.1529,93.9335,1095.8904,1001.9569,0.7437,-0.5303,7696.1395,6324.8532,4428.8717,1534.2466,14465.7534,12931.5068,0.2090,-1.5214,21.2648,17.8527
common_voice_en_37306321.mp3,0.5900,13.0098,13.0411,6.5156,7.2069,54.7728,47.5659,4.5097,25.9425,8.1156,744.5686,657.5342,222.0080,156.5558,1189.8239,1033.2681,0.1891,-0.1896,6170.9509,5917.8082,3617.4716,1534.2466,14465.7534,12931.5068,0.8654,0.3787,8.8232,5.7932
common_voice_en_31438445.mp3,1.7600,31.1280,24.8967,18.9313,10.9546,91.2880,80.3335,1.6955,2.5274,17.7034,357.2318,344.4227,157.3463,93.9335,782.7789,688.8454,0.2342,-0.6534,7333.9263,8579.2564,3085.2836,1565.5577,14434.4423,12868.8845,-0.3500,-0.4355,27.1611,20.7485
common_voice_en_37126093.mp3,2.6200,22.1326,19.5617,13.6261,7.2069,91.2880,84.0811,2.4855,8.2024,12.8246,504.2052,438.3562,253.0620,93.9335,1189.8239,1095.8904,1.0320,0.5364,5886.2580,4524.4618,3721.4159,1816.0470,14465.7534,12649.7065,1.1427,0.0979,16.1297,18.2981
common_voice_en_32644495.mp3,1.1400,26.8286,22.8220,18.1301,8.5583,91.2880,82.7298,1.6282,2.7760,20.2168,463.8995,375.7339,266.2842,93.9335,1001.9569,908.0235,0.6030,-1.0094,4717.2726,2630.1370,3603.9551,1847.3581,14403.1311,12555.7730,1.2913,0.2103,15.1562,16.2628
common_voice_en_36957802.mp3,2.7600,26.2717,22.8220,15.6663,7.4017,91.2880,83.8863,1.8951,5.0014,14.4138,439.4906,375.7339,245.7624,93.9335,1158.5127,1064.5793,1.1185,0.4749,7248.9861,5667.3190,4592.7127,1690.8023,14465.7534,12774.9511,0.3990,-1.4331,23.8027,24.5433
common_voice_en_32248746.mp3,2.0400,21.1094,17.1165,14.6617,7.2069,91.2880,84.0811,1.6242,4.0692,15.5118,609.0327,500.9785,345.2763,93.9335,1189.8239,1095.8904,0.2556,-1.4963,7087.6789,5213.3072,4043.9306,1628.1800,14465.7534,12837.5734,0.5945,-1.0749,16.5496,15.0168
common_voice_en_33000080.mp3,3.1300,16.9873,14.4139,10.4085,7.2069,91.2880,84.0811,3.1877,13.2954,9.0677,611.0177,594.9119,213.0266,93.9335,1189.8239,1095.8904,-0.0999,-0.3439,7491.1687,6074.3640,4427.5448,1659.4912,14465.7534,12806.2622,0.3478,-1.4713,14.9223,13.7363
common_voice_en_589536.mp3,1.7000,22.3360,18.2576,13.8063,7.3030,91.2880,83.9850,2.2619,6.9498,12.9608,502.2678,469.6673,245.0569,93.9335,1174.1683,1080.2348,0.8011,0.1339,8829.7456,8500.9785,4136.7126,4039.1389,21557.7299,17518.5910,1.3320,1.2393,23.4391,19.8917
common_voice_en_38598156.mp3,2.5200,25.2575,22.8220,14.7304,7.4017,91.2880,83.8863,1.7261,3.6876,12.9013,446.3082,375.7339,227.5365,93.9335,1158.5127,1064.5793,0.9009,0.3781,8277.4516,8908.0235,3844.2055,1878.6693,14497.0646,12618.3953,0.1209,-1.2265,25.2631,22.7519
common_voice_en_33342727.mp3,1.3500,17.3414,12.4484,13.5219,7.2069,91.2880,84.0811,2.5518,7.6001,11.6766,676.3209,688.8454,283.5141,93.9335,1189.8239,1095.8904,-0.2395,-0.9040,6323.2297,5041.0959,3349.7100,2254.4031,14434.4423,12180.0391,1.1385,0.1232,13.4889,15.1826
common_voice_en_32243350.mp3,0.9800,19.4912,12.7448,15.2993,7.4017,91.2880,83.8863,2.1633,4.9720,12.8517,624.3061,673.1898,280.5842,93.9335,1158.5127,1064.5793,-0.1824,-1.0062,6842.1263,6183.9530,2839.5174,1565.5577,12681.0176,11115.4599,-0.1308,-1.0774,14.9756,12.5567
common_voice_en_32377098.mp3,3.5900,25.5425,22.8220,13.4854,8.2989,91.2880,82.9891,2.4901,7.9534,12.4141,404.0796,375.7339,164.3823,93.9335,1033.2681,939.3346,0.9492,1.2892,8088.4824,8266.1448,4434.0407,1377.6908,14465.7534,13088.0626,0.2226,-1.5076,23.0493,17.7039
common_voice_en_38560848.mp3,2.5400,33.2710,30.4293,16.3272,7.4017,91.2880,83.8863,1.0432,2.1637,17.0680,346.6416,281.8004,232.8631,93.9335,1158.5127,1064.5793,1.8757,2.8964,7687.6281,7921.7221,3828.6212,2348.3366,14497.0646,12148.7280,0.2604,-1.1876,31.5858,24.4936
common_voice_en_10995.mp3,0.4600,27.5417,22.8220,17.7683,9.1288,91.2880,82.1592,2.1007,4.7236,24.3236,408.4064,375.7339,185.0040,93.9335,939.3346,845.4012,0.4193,-0.1671,6981.7068,7209.3933,4059.1206,2818.0039,21604.6967,18786.6928,1.7444,3.4346,23.0355,19.7166
common_voice_en_33165580.mp3,1.8400,23.2281,18.2576,14.9803,7.4017,91.2880,83.8863,2.2454,6.3267,11.4318,486.8544,469.6673,229.6899,93.9335,1158.5127,1064.5793,0.6087,0.0898,6295.9244,4023.4834,4101.8645,2035.2250,14434.4423,12399.2172,0.8812,-0.6819,16.1392,17.6621
common_voice_en_12243.mp3,1.3400,20.4296,15.2147,16.6229,7.3030,91.2880,83.9850,2.1225,5.5939,16.2941,652.9778,563.6008,351.9756,93.9335,1174.1683,1080.2348,-0.0004,-1.6265,9557.7299,6246.5753,6047.1575,3334.6380,21651.6634,18317.0254,0.9203,-0.6864,25.6705,32.4189
common_voice_en_20285456.mp3,1.4000,15.3662,12.1717,8.6727,7.3030,60.8587,53.5556,2.7888,10.1734,9.1791,671.2888,704.5010,240.6327,140.9002,1174.1683,1033.2681,-0.0513,-0.7700,12975.5661,12563.6008,6142.0533,2442.2701,21698.6301,19256.3601,-0.0739,-1.1404,24.0777,21.9083
common_voice_en_12841.mp3,0.4500,21.3668,15.2147,14.7243,8.2989,91.2880,82.9891,2.8446,9.7631,14.1353,520.8089,563.6008,220.4764,93.9335,1033.2681,939.3346,0.1889,-0.6175,13130.8545,16673.1898,7604.4700,3193.7378,21651.6634,18457.9256,-0.0730,-1.8244,34.2260,31.1284
common_voice_en_30488933.mp3,1.3800,25.3616,21.0665,15.1565,7.2069,91.2880,84.0811,1.1053,1.6280,11.2624,481.6926,407.0450,284.0183,93.9335,1189.8239,1095.8904,0.7525,-0.5816,7084.7160,5823.8748,3447.8668,2317.0254,14434.4423,12117.4168,0.6411,-0.7123,21.1495,17.1425
common_voice_en_24275.mp3,1.0200,27.7185,26.0823,14.0087,11.4110,91.2880,79.8770,2.2947,6.8890,15.0532,367.9061,328.7671,138.7477,93.9335,751.4677,657.5342,0.4231,-0.2322,11840.6815,11272.0157,5543.7673,3193.7378,21698.6301,18504.8924,0.2660,-0.9786,37.1748,25.8823
common_voice_en_38305553.mp3,2.7600,26.5836,24.8967,12.1065,7.4017,91.2880,83.8863,2.4606,10.1393,13.3720,381.4062,344.4227,171.1971,93.9335,1158.5127,1064.5793,1.9277,4.9177,7515.2443,6919.7652,4098.4886,1941.2916,14465.7534,12524.4618,0.2646,-1.3116,23.5148,16.7312
common_voice_en_33054342.mp3,1.8100,25.8420,16.1097,20.8274,7.2069,91.2880,84.0811,1.3226,0.8882,16.6185,552.1835,532.2896,323.4243,93.9335,1189.8239,1095.8904,0.1865,-1.2638,5504.5356,3819.9609,3542.4458,1565.5577,14465.7534,12900.1957,1.0722,0.0034,16.4490,18.4600
common_voice_en_38739453.mp3,1.6500,27.2962,24.8967,14.3702,7.4017,91.2880,83.8863,1.5671,3.9074,13.0088,406.6655,344.4227,224.3356,93.9335,1158.5127,1064.5793,1.5019,2.1353,4491.5377,4727.9843,1799.2649,2129.1585,14434.4423,12305.2838,1.6211,6.1325,15.0511,14.5288
common_voice_en_18967.mp3,0.9700,14.5750,12.1717,11.5052,7.3030,91.2880,83.9850,4.0985,21.0625,13.8226,755.3413,704.5010,281.2083,93.9335,1174.1683,1080.2348,-0.2677,-0.8262,9388.0203,6293.5421,5724.6003,3428.5714,21698.6301,18270.0587,1.2079,-0.2375,17.4816,20.2614
common_voice_en_32115218.mp3,0.8600,15.5353,9.1288,13.4630,7.4017,68.4660,61.0643,1.9513,2.7778,7.1333,800.9830,939.3346,309.6137,125.2446,1158.5127,1033.2681,-1.1056,-0.2753,5391.7080,5369.8630,1937.4227,2692.7593,10270.0587,7577.2994,0.7998,-0.0459,10.2181,12.0123
common_voice_en_38742828.mp3,2.0000,25.4184,19.5617,17.3062,7.4017,91.2880,83.8863,2.3295,5.5590,18.2340,444.3053,438.3562,203.8448,93.9335,1158.5127,1064.5793,0.8022,1.2291,5826.0665,5213.3072,3319.8072,2285.7143,14465.7534,12180.0391,1.3992,1.2937,15.9492,11.4985
common_voice_en_26056.mp3,0.7800,24.3039,16.5978,16.8947,7.3030,91.2880,83.9850,2.0243,4.5505,17.2300,486.5272,516.6341,241.5975,93.9335,1174.1683,1080.2348,0.5841,0.0093,9796.7786,8782.7789,3276.1540,6011.7417,21651.6634,15639.9217,1.8557,3.9906,28.4323,25.0572
